('9vD', 39325, 746.0, 456.0, 760.92, 0.408739946380697)
('Hai', 69785, 1063.0, 139.0, 191.1, 0.04901222953904045)
('Nrj', 5621, 411.0, 994.0, 1702.16, 1.7230170316301705)
('LB7', 84049, 792.0, 296.0, 492.94, 0.24866161616161617)
('Hnk', 70606, 92.0, 612.0, 1059.17, 4.860543478260871)
('8vq', 35395, 464.0, 347.0, 592.63, 0.529375)
('9XD', 37813, 878.0, 569.0, 908.91, 0.3871412300683371)
('Ma8', 544, 845.0, 470.0, 730.13, 0.3078461538461538)
('1lh', 6973, 92.0, 323.0, 456.81, 1.4544565217391305)
('Hej', 70038, 206.0, 492.0, 827.32, 1.6277669902912624)
('Hbz', 69865, 600.0, 667.0, 1037.26, 0.6171)
('5Ju', 21098, 891.0, 292.0, 430.01, 0.15489337822671154)
('CJm', 48873, 139.0, 204.0, 257.78, 0.3869064748201437)
('Bru', 47054, 913.0, 1020.0, 1578.18, 0.611369112814896)
('2fr', 10574, 419.0, 224.0, 324.27, 0.23930787589498803)
('ENR', 57042, 750.0, 204.0, 294.42, 0.12056000000000001)
('D_r', 55556, 654.0, 194.0, 310.37, 0.17793577981651376)
('KPg', 80997, 1019.0, 689.0, 983.51, 0.2890186457311089)
('GHC', 64587, 528.0, 960.0, 1269.87, 0.5868749999999998)
('LYJ', 85510, 719.0, 423.0, 713.44, 0.4039499304589709)
('CBz', 48382, 137.0, 965.0, 1262.73, 2.173211678832117)
('8Qv', 33447, 562.0, 561.0, 976.83, 0.7399110320284699)
('4Ub', 17803, 669.0, 955.0, 1579.73, 0.9338266068759342)
('8A1', 32383, 665.0, 438.0, 554.4, 0.17503759398496238)
('u3', 3531, 587.0, 70.0, 88.3, 0.03117546848381601)
('Msl', 1717, 623.0, 903.0, 1209.58, 0.4921027287319421)
('1te', 7474, 706.0, 190.0, 245.43, 0.07851274787535412)
('HUK', 69383, 740.0, 183.0, 317.64, 0.18194594594594593)
('C5d', 47982, 481.0, 32.0, 52.7, 0.043035343035343045)
('CDO', 48471, 751.0, 606.0, 1041.49, 0.5798801597869507)
('FsN', 62960, 430.0, 744.0, 1194.84, 1.0484651162790697)
('ACF', 40461, 72.0, 121.0, 202.31, 1.1293055555555556)
('Hk4', 70375, 841.0, 385.0, 519.61, 0.16005945303210464)
('JUG', 77317, 708.0, 484.0, 676.77, 0.272274011299435)
('Cg6', 50280, 356.0, 946.0, 1317.26, 1.0428651685393258)
('8yw', 35590, 66.0, 742.0, 1085.3, 5.201515151515151)
('Knw', 82525, 292.0, 215.0, 329.99, 0.39380136986301373)
('3J', 208, 252.0, 571.0, 934.69, 1.443214285714286)
('F87', 60046, 88.0, 642.0, 902.16, 2.956363636363636)
('f5', 2588, 455.0, 94.0, 146.15, 0.11461538461538463)
('FVD', 61501, 481.0, 123.0, 179.95, 0.11839916839916838)
('LCf', 84146, 1030.0, 501.0, 795.94, 0.28634951456310687)
('5o0', 22995, 1060.0, 349.0, 469.6, 0.1137735849056604)
('1Sn', 5782, 976.0, 517.0, 835.65, 0.3264856557377049)
('3_j', 15858, 228.0, 994.0, 1379.58, 1.6911403508771927)
('8xQ', 35495, 873.0, 1065.0, 1372.18, 0.35186712485681565)
('B65', 44042, 83.0, 294.0, 503.13, 2.5196385542168676)
('Kiv', 82209, 392.0, 1053.0, 1760.59, 1.8050765306122447)
('7hW', 30524, 1036.0, 499.0, 668.57, 0.16367760617760624)
('8N', 527, 375.0, 936.0, 1236.79, 0.8021066666666665)
('71a', 27882, 201.0, 1028.0, 1584.79, 2.770099502487562)
('2KF', 9213, 287.0, 969.0, 1347.8, 1.3198606271777003)
('8x9', 35478, 142.0, 205.0, 349.46, 1.0173239436619717)
('EF_', 56573, 271.0, 784.0, 1164.52, 1.4041328413284133)
('4lS', 18865, 875.0, 397.0, 604.4, 0.2370285714285714)
('ItJ', 74926, 1051.0, 342.0, 474.85, 0.12640342530922932)
('26m', 8364, 637.0, 47.0, 68.88, 0.03434850863422291)
('J53', 75729, 980.0, 189.0, 297.82, 0.11104081632653061)
('5Wb', 21898, 281.0, 609.0, 1050.32, 1.5705338078291813)
('3DE', 12740, 1000.0, 552.0, 721.86, 0.16986)
('GlS', 66493, 423.0, 655.0, 991.25, 0.7949172576832151)
('C2Y', 47788, 738.0, 580.0, 810.62, 0.31249322493224935)
('N84', 2745, 404.0, 1037.0, 1752.32, 1.7705940594059404)
('Kz0', 83223, 1070.0, 78.0, 111.26, 0.031084112149532717)
('293', 8508, 790.0, 823.0, 1045.66, 0.2818481012658229)
('N7h', 2721, 294.0, 514.0, 824.03, 1.0545238095238094)
('GuU', 67062, 968.0, 495.0, 726.45, 0.23910123966942154)
('Jlj', 78417, 30.0, 1066.0, 1842.09, 25.869666666666664)
('IMk', 72874, 694.0, 159.0, 262.93, 0.14975504322766572)
('Cu', 812, 652.0, 329.0, 482.88, 0.2360122699386503)
('AIH', 40841, 926.0, 74.0, 95.32, 0.023023758099352046)
('567', 20230, 795.0, 683.0, 870.5, 0.2358490566037736)
('7gR', 30456, 1001.0, 971.0, 1635.98, 0.6643156843156843)
('HBK', 68186, 201.0, 571.0, 877.65, 1.5256218905472636)
('27j', 8424, 793.0, 855.0, 1095.72, 0.30355611601513244)
('JjD', 78259, 811.0, 116.0, 152.11, 0.044525277435265125)
('DEK', 52499, 452.0, 301.0, 391.23, 0.1996238938053098)
('Aug', 43260, 432.0, 818.0, 1033.78, 0.4994907407407407)
('K9i', 79991, 165.0, 885.0, 1275.5, 2.3666666666666667)
('7m6', 30813, 998.0, 848.0, 1449.92, 0.6031262525050101)
('NUg', 4169, 442.0, 599.0, 758.05, 0.3598416289592759)
('MaZ', 571, 321.0, 637.0, 870.23, 0.7265732087227414)
('Ndt', 4749, 584.0, 205.0, 336.55, 0.2252568493150685)
('T7', 1834, 228.0, 671.0, 989.31, 1.39609649122807)
('LwT', 87032, 783.0, 484.0, 677.63, 0.24729246487867176)
('16X', 4380, 196.0, 828.0, 1438.96, 3.1171428571428574)
('NQr', 3928, 698.0, 377.0, 535.69, 0.22734957020057314)
('4Dl', 16742, 1017.0, 182.0, 238.94, 0.0559882005899705)
('9Wz', 37798, 818.0, 640.0, 1110.63, 0.5753422982885087)
('Krf', 82760, 571.0, 677.0, 1058.33, 0.6678283712784587)
('1C2', 4727, 923.0, 875.0, 1512.24, 0.6904008667388949)
('I7b', 71920, 831.0, 135.0, 233.59, 0.11864019253910951)
('LFP', 84319, 751.0, 1055.0, 1530.41, 0.6330359520639149)
('JI', 1215, 390.0, 1021.0, 1329.31, 0.7905384615384614)
('Cio', 50450, 372.0, 131.0, 176.26, 0.12166666666666665)
('KVZ', 81368, 594.0, 145.0, 216.02, 0.11956228956228958)
('1Ad', 4638, 303.0, 999.0, 1742.25, 2.452970297029703)
('AGK', 40718, 288.0, 199.0, 276.35, 0.26857638888888896)
('9t6', 39192, 965.0, 185.0, 238.2, 0.05512953367875646)
('794', 28354, 588.0, 774.0, 1279.84, 0.8602721088435373)
('Guj', 67077, 835.0, 756.0, 1245.06, 0.5857005988023951)
('KSH', 81161, 621.0, 874.0, 1526.9, 1.0513687600644124)
('JZL', 77637, 312.0, 900.0, 1375.63, 1.5244551282051286)
('Mxr', 2038, 488.0, 725.0, 1072.95, 0.7130122950819673)
('7Bo', 28526, 541.0, 309.0, 420.81, 0.2066728280961183)
('1kB', 6878, 499.0, 892.0, 1202.91, 0.6230661322645292)
('BK2', 44921, 160.0, 535.0, 742.33, 1.2958125000000003)
('9l3', 38685, 1067.0, 1005.0, 1742.65, 0.6913308341143394)
('2pe', 11191, 501.0, 585.0, 901.35, 0.6314371257485031)
('_K', 3926, 309.0, 842.0, 1076.7, 0.7595469255663432)
('ARg', 41433, 1004.0, 291.0, 507.08, 0.21521912350597608)
('CtY', 51127, 440.0, 44.0, 66.28, 0.05063636363636364)
('2l3', 10902, 386.0, 332.0, 545.41, 0.5528756476683937)
('1ZL', 6195, 772.0, 260.0, 353.64, 0.12129533678756475)
('5po', 23108, 858.0, 431.0, 674.25, 0.2835081585081585)
('1_G', 7891, 243.0, 367.0, 482.84, 0.47670781893004105)
('ElP', 58552, 850.0, 802.0, 1004.84, 0.23863529411764708)
('1pU', 7212, 918.0, 845.0, 1322.38, 0.5200217864923748)
('FSI', 61317, 1052.0, 648.0, 979.79, 0.31538973384030417)
('8zD', 35608, 77.0, 61.0, 86.82, 0.33532467532467525)
('NQB', 3886, 523.0, 185.0, 269.77, 0.16208413001912042)
('Ni5', 5014, 397.0, 31.0, 44.6, 0.03425692695214106)
('9fU', 38334, 735.0, 824.0, 1411.09, 0.7987619047619047)
('NK', 1469, 715.0, 71.0, 107.39, 0.050895104895104896)
('6Xo', 25943, 15.0, 827.0, 1075.41, 16.560666666666673)
('DLH', 52937, 366.0, 478.0, 649.77, 0.4693169398907103)
('LGj', 84402, 549.0, 835.0, 1277.32, 0.8056830601092895)
('3tZ', 15407, 692.0, 179.0, 239.82, 0.08789017341040462)
('NOP', 3774, 767.0, 405.0, 631.02, 0.2946805736636245)
('ACo', 40496, 843.0, 62.0, 105.56, 0.05167259786476869)
('5D0', 20664, 40.0, 1025.0, 1664.92, 15.998000000000001)
('9U4', 37615, 296.0, 1047.0, 1790.95, 2.513344594594595)
('Ksy', 82842, 389.0, 514.0, 866.21, 0.9054241645244216)
('LIP', 84508, 566.0, 665.0, 1088.7, 0.7485865724381626)
('NSB', 4012, 757.0, 176.0, 291.69, 0.15282694848084544)
('8Ly', 33135, 328.0, 907.0, 1275.64, 1.1239024390243906)
('Eph', 58822, 577.0, 385.0, 565.74, 0.3132409012131716)
('5A9', 20484, 488.0, 333.0, 472.95, 0.2867827868852459)
('1XF', 6063, 604.0, 885.0, 1420.02, 0.8857947019867549)
('3eT', 14456, 505.0, 1047.0, 1552.92, 1.001821782178218)
('Fvu', 63182, 720.0, 657.0, 1085.99, 0.5958194444444445)
('H6Z', 67886, 834.0, 239.0, 361.96, 0.14743405275779375)
('1DC', 4800, 228.0, 351.0, 465.04, 0.5001754385964913)
('KtP', 82870, 1063.0, 1064.0, 1721.15, 0.6182031984948261)
('6qF', 27105, 388.0, 907.0, 1427.8, 1.3422680412371133)
('I6y', 71880, 906.0, 235.0, 345.53, 0.1219977924944812)
('ABY', 40417, 28.0, 278.0, 450.88, 6.174285714285714)
('Jhj', 78165, 903.0, 819.0, 1066.97, 0.27460686600221484)
('FO4', 61051, 215.0, 760.0, 1131.32, 1.7270697674418602)
('7Ed', 28704, 308.0, 256.0, 422.64, 0.541038961038961)
('N52', 2554, 785.0, 208.0, 358.21, 0.19135031847133754)
('I9i', 72053, 2.0, 178.0, 257.07, 39.535)
('1wd', 7662, 1056.0, 607.0, 1035.28, 0.40556818181818177)
('BFM', 44626, 54.0, 593.0, 802.25, 3.875)
('IRH', 73160, 530.0, 550.0, 777.45, 0.4291509433962265)
('OLa', 7565, 666.0, 220.0, 374.65, 0.23220720720720717)
('E6m', 55992, 241.0, 342.0, 587.5, 1.0186721991701244)
('4vf', 19508, 720.0, 33.0, 45.38, 0.01719444444444445)
('LHw', 84478, 95.0, 58.0, 88.35, 0.31947368421052624)
('6Ko', 25124, 263.0, 42.0, 55.17, 0.050076045627376435)
('GdY', 65995, 105.0, 331.0, 516.38, 1.7655238095238095)
('6LY', 25171, 18.0, 102.0, 166.41, 3.578333333333333)
('Cyv', 51465, 437.0, 392.0, 518.34, 0.28910755148741424)
('7eS', 30331, 1036.0, 925.0, 1250.26, 0.31395752895752893)
('9CQ', 36503, 314.0, 393.0, 560.18, 0.5324203821656049)
('HrY', 70846, 204.0, 74.0, 120.78, 0.22931372549019607)
('D7g', 52080, 246.0, 1049.0, 1747.29, 2.8385772357723575)
('GYt', 65701, 392.0, 978.0, 1488.26, 1.3016836734693877)
('ABt', 40438, 377.0, 502.0, 768.68, 0.7073740053050397)
('8Ii', 32930, 534.0, 314.0, 398.93, 0.15904494382022474)
('BJn', 44905, 553.0, 493.0, 634.31, 0.2555334538878842)
('9Ap', 36402, 998.0, 518.0, 749.01, 0.23147294589178355)
('GoD', 66667, 611.0, 238.0, 379.82, 0.23211129296235677)
('IHE', 72527, 365.0, 335.0, 541.46, 0.5656438356164385)
('6u8', 27350, 572.0, 365.0, 576.17, 0.3691783216783216)
('I6k', 71866, 929.0, 227.0, 376.48, 0.16090419806243275)
('DBR', 52317, 754.0, 672.0, 1081.94, 0.54368700265252)
('5ZD', 22063, 369.0, 94.0, 141.22, 0.12796747967479674)
('3qJ', 15202, 520.0, 338.0, 577.77, 0.4610961538461538)
('5ww', 23557, 608.0, 275.0, 384.98, 0.18088815789473686)
('MB0', 88011, 419.0, 425.0, 626.84, 0.48171837708830556)
('1Nb', 5455, 924.0, 308.0, 491.81, 0.19892857142857143)
('CSy', 49452, 789.0, 363.0, 506.0, 0.18124207858048164)
('KNQ', 80855, 497.0, 442.0, 573.71, 0.2650100603621731)
('2JY', 9169, 630.0, 468.0, 616.35, 0.2354761904761905)
('705', 27788, 456.0, 655.0, 899.92, 0.5371052631578946)
('5Rw', 21604, 821.0, 779.0, 1166.33, 0.4717783191230206)
('G6G', 63898, 1056.0, 123.0, 208.17, 0.08065340909090908)
('KBc', 80111, 697.0, 552.0, 746.84, 0.2795408895265424)
('7jm', 30666, 906.0, 650.0, 875.48, 0.24887417218543048)
('H2q', 67651, 9.0, 333.0, 549.95, 24.10555555555556)
('5MO', 21255, 20.0, 823.0, 1060.41, 11.870500000000003)
('HCu', 68285, 691.0, 816.0, 1340.24, 0.7586685962373372)
('7eN', 30326, 349.0, 469.0, 695.68, 0.6495128939828079)
('2zj', 11826, 689.0, 446.0, 709.47, 0.3823947750362845)
('5h_', 22616, 822.0, 146.0, 214.13, 0.08288321167883211)
('NbQ', 4594, 249.0, 400.0, 561.9, 0.6502008032128513)
('8di', 34253, 257.0, 1035.0, 1684.79, 2.528365758754864)
('IaR', 73737, 658.0, 314.0, 518.14, 0.3102431610942249)
('LhC', 86070, 270.0, 968.0, 1295.48, 1.212888888888889)
('1JV', 5197, 35.0, 885.0, 1187.93, 8.65514285714286)
('GoU', 66684, 604.0, 453.0, 689.81, 0.39206953642384096)
('6GM', 24844, 547.0, 381.0, 491.83, 0.20261425959780618)
('54m', 20145, 1024.0, 546.0, 756.21, 0.20528320312500004)
('HgF', 70134, 1054.0, 103.0, 165.53, 0.05932637571157495)
('H3B', 67673, 325.0, 337.0, 494.26, 0.48387692307692304)
('9mT', 38774, 1059.0, 993.0, 1609.99, 0.5826156751652503)
('FLA', 60868, 891.0, 220.0, 303.35, 0.09354657687991023)
('Gz9', 67356, 57.0, 1022.0, 1599.52, 10.131929824561404)
('35d', 12261, 655.0, 932.0, 1273.19, 0.5209007633587787)
('FHd', 60645, 394.0, 252.0, 371.19, 0.30251269035532996)
('AiE', 42476, 358.0, 611.0, 869.91, 0.7232122905027932)
('2ZB', 10154, 881.0, 479.0, 748.89, 0.30634506242905785)
('2OF', 9465, 807.0, 883.0, 1274.26, 0.4848327137546468)
('BRv', 45417, 777.0, 670.0, 1149.39, 0.6169755469755471)
('9tn', 39235, 450.0, 955.0, 1520.41, 1.2564666666666668)
('L4t', 83656, 906.0, 685.0, 898.3, 0.23543046357615888)
('Hje', 70348, 517.0, 413.0, 576.7, 0.31663442940038694)
('1VG', 5938, 1012.0, 921.0, 1484.68, 0.5569960474308301)
('BUV', 45580, 356.0, 921.0, 1208.03, 0.8062640449438202)
('66L', 24213, 13.0, 89.0, 141.32, 4.024615384615384)
('IBW', 72167, 212.0, 525.0, 723.34, 0.9355660377358492)
('LRu', 85106, 1037.0, 615.0, 1040.39, 0.41021215043394416)
('Fak', 61849, 813.0, 413.0, 653.13, 0.29536285362853626)
('Eno', 58703, 258.0, 428.0, 677.76, 0.9680620155038759)
('Gb1', 65836, 459.0, 817.0, 1395.27, 1.2598474945533769)
('5PA', 21430, 881.0, 292.0, 488.41, 0.22293984108967085)
('M20', 87444, 996.0, 280.0, 470.97, 0.19173694779116468)
('IxG', 75175, 587.0, 299.0, 451.27, 0.25940374787052806)
('NrV', 5607, 318.0, 870.0, 1352.53, 1.5173899371069182)
('EDB', 56396, 914.0, 456.0, 667.95, 0.2318927789934355)
('ET4', 57397, 502.0, 711.0, 1106.16, 0.787171314741036)
('AUR', 41607, 517.0, 364.0, 576.68, 0.4113733075435202)
('DDP', 52441, 537.0, 643.0, 896.76, 0.4725512104283054)
('GuK', 67052, 987.0, 802.0, 1065.68, 0.26715298885511657)
('OI8', 7348, 518.0, 555.0, 909.55, 0.6844594594594594)
('KoN', 82553, 810.0, 748.0, 1046.46, 0.3684691358024692)
('BOy', 45231, 901.0, 481.0, 630.66, 0.16610432852386234)
('894', 32323, 277.0, 335.0, 511.28, 0.6363898916967508)
('4id', 18687, 526.0, 401.0, 621.5, 0.41920152091254753)
('3r9', 15255, 145.0, 105.0, 161.87, 0.3922068965517242)
('Li3', 86124, 693.0, 846.0, 1171.17, 0.4692207792207793)
('Av6', 43287, 208.0, 247.0, 349.35, 0.4920673076923078)
('9PO', 37320, 843.0, 621.0, 1079.53, 0.5439264531435349)
('N57', 2559, 737.0, 478.0, 629.56, 0.2056445047489823)
('NT2', 4066, 502.0, 574.0, 938.38, 0.7258565737051793)
('9jd', 38595, 257.0, 414.0, 592.19, 0.6933463035019457)
('44g', 16170, 138.0, 447.0, 628.71, 1.3167391304347829)
('JGs', 76473, 419.0, 988.0, 1254.06, 0.6349880668257756)
('I_P', 75373, 485.0, 172.0, 222.05, 0.10319587628865982)
('H5S', 67816, 739.0, 344.0, 532.3, 0.25480378890392413)
('1DK', 4808, 255.0, 255.0, 444.86, 0.7445490196078431)
('7r9', 31131, 484.0, 773.0, 1239.4, 0.9636363636363638)
('6u1', 27343, 294.0, 908.0, 1208.78, 1.0230612244897959)
('CeU', 50178, 924.0, 559.0, 837.74, 0.3016666666666667)
('5je', 22720, 587.0, 249.0, 341.55, 0.15766609880749577)
('1SU', 5763, 727.0, 964.0, 1537.51, 0.7888720770288858)
('6Io', 24998, 214.0, 456.0, 651.95, 0.9156542056074769)
('6LD', 25150, 628.0, 819.0, 1358.15, 0.8585191082802549)
('FA6', 60171, 328.0, 95.0, 137.81, 0.13051829268292683)
('N2U', 2393, 893.0, 816.0, 1420.47, 0.6768980963045913)
('MX', 1419, 986.0, 51.0, 69.04, 0.018296146044624755)
('BaH', 45944, 927.0, 801.0, 1114.92, 0.3386407766990292)
('JAg', 76083, 781.0, 348.0, 585.88, 0.304583866837388)
('MwR', 1949, 434.0, 275.0, 380.24, 0.24248847926267283)
('GTu', 65387, 533.0, 576.0, 924.33, 0.6535272045028143)
('BoJ', 46828, 1061.0, 914.0, 1476.03, 0.529717247879359)
('Lya', 87165, 852.0, 853.0, 1137.31, 0.3336971830985915)
('E66', 55950, 304.0, 1026.0, 1744.52, 2.3635526315789472)
('L5h', 83707, 851.0, 512.0, 655.59, 0.16873090481786138)
('GbJ', 65854, 637.0, 26.0, 42.19, 0.0254160125588697)
('1jC', 6816, 502.0, 1023.0, 1538.82, 1.0275298804780875)
('JYs', 77607, 692.0, 544.0, 854.74, 0.4490462427745665)
('3fB', 14501, 445.0, 24.0, 34.21, 0.022943820224719105)
('3re', 15286, 482.0, 589.0, 917.79, 0.6821369294605808)
('Fru', 62930, 71.0, 773.0, 1209.24, 6.144225352112676)
('M4q', 87622, 738.0, 147.0, 254.25, 0.14532520325203252)
('ECN', 56345, 663.0, 495.0, 809.48, 0.47432880844645553)
('609', 23823, 284.0, 664.0, 1035.45, 1.3079225352112678)
('3C9', 12672, 368.0, 1004.0, 1658.44, 1.7783695652173914)
('CCq', 48436, 565.0, 657.0, 1088.9, 0.7644247787610621)
('E95', 56138, 636.0, 196.0, 281.97, 0.1351729559748428)
('5QH', 21500, 437.0, 779.0, 1341.65, 1.2875286041189933)
('3ZG', 14128, 844.0, 97.0, 141.87, 0.05316350710900474)
('V1', 1954, 446.0, 735.0, 1050.48, 0.7073542600896862)
('1Oe', 5521, 314.0, 66.0, 86.69, 0.06589171974522293)
('8Cm', 32556, 99.0, 1033.0, 1663.18, 6.365454545454546)
('5wk', 23545, 454.0, 146.0, 250.08, 0.22925110132158594)
('41i', 15983, 537.0, 817.0, 1189.03, 0.6927932960893854)
('2g_', 10646, 939.0, 447.0, 740.24, 0.3122896698615549)
('GY1', 65647, 674.0, 135.0, 198.9, 0.09480712166172107)
('9zy', 39624, 793.0, 820.0, 1072.58, 0.31851197982345514)
('Gk', 1054, 153.0, 456.0, 682.82, 1.4824836601307192)
('8Z3', 33960, 815.0, 259.0, 435.56, 0.21663803680981594)
('AFv', 40692, 499.0, 202.0, 260.72, 0.11767535070140286)
('4zE', 19733, 366.0, 958.0, 1531.8, 1.56775956284153)
